id;name;score;episodes;aired;broadcast;source;duration;ranked;members;studios;genres;recomendation
7325;Makeruna! Makendou;5.69;1;Mar 25, 1995;None;Game;30 min.;2;646;OLM;Magic|Comedy|Shounen;Futari wa Precure<>1 User|Bishoujo Senshi Sailor Moon<>1 User|Mahou Shoujo Madoka★Magica<>AutoRec|Death Note<>AutoRec|Azumanga Daioh<>AutoRec|Akira<>AutoRec|Nichijou<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Kill la Kill<>AutoRec|Bishoujo Senshi Sailor Moon R<>AutoRec|Nurse Witch Komugi-chan Magikarte<>AutoRec|Danshi Koukousei no Nichijou<>AutoRec
7326;Monkey Punch no Sekai: Alice;5.69;1;Dec 13, 1991;None;Unknown;46 min.;2;831;add some;Action|Comedy|Ecchi;Lupin III: Lupin vs. Fukusei-ningen<>1 User|Death Note<>AutoRec|Akira<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Paprika<>AutoRec|Shingeki no Kyojin<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|One Piece<>AutoRec|Mononoke Hime<>AutoRec|Lupin III: Cagliostro no Shiro<>AutoRec|Claymore<>AutoRec
7327;Princess Minerva;5.69;1;May 1, 1995;None;Unknown;45 min.;2;923;add some;Parody|Adventure|Fantasy|Comedy;Mononoke Hime<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Bishoujo Senshi Sailor Moon<>AutoRec|Ghost in the Shell<>AutoRec|Dragon Half<>AutoRec|Cowboy Bebop<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Seihou Bukyou Outlaw Star<>AutoRec|Trigun<>AutoRec|Rurouni Kenshin: Meiji Kenkaku Romantan<>AutoRec
7328;Robo to Shoujo (Kari);5.69;9;Jun 16, 2010 to Jun 19, 2011;None;Unknown;1 min. per ep.;2;1,179;add some;Action|Comedy|Mecha|Sci-Fi;Inferno Cop<>1 User|Ichigeki Sacchuu!! Hoihoi-san<>1 User|Sen to Chihiro no Kamikakushi<>AutoRec|Sword Art Online<>AutoRec|Shingeki no Kyojin<>AutoRec|One Punch Man<>AutoRec|Steins,Gate<>AutoRec|Hotarubi no Mori e<>AutoRec|Psycho-Pass<>AutoRec|Neon Genesis Evangelion<>AutoRec|Another<>AutoRec|Howl no Ugoku Shiro<>AutoRec
7329;Wish Me Mell;5.69;2;Jun 5, 2011 to Aug 25, 2011;None;Unknown;1 min. per ep.;2;255;add some;Fantasy|Kids|Magic;Toradora!<>AutoRec|Digimon Adventure Movie<>AutoRec|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.<>AutoRec|Shiki Specials<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Zero no Tsukaima F<>AutoRec|Bakemonogatari<>AutoRec|UN-GO<>AutoRec|Hametsu no Mars<>AutoRec|Towa no Quon 1: Utakata no Kaben<>AutoRec
7330;21 Emon Uchuu e Irasshai!;5.68;1;Aug 1, 1981;None;Unknown;1 hr. 32 min.;2;263;Shin-Ei Animation;Space|Comedy|Sci-Fi;.hack//Roots<>AutoRec|Vampire Knight<>AutoRec|.hack//G.U. Trilogy<>AutoRec|.hack//G.U. Returner<>AutoRec|.hack//Tasogare no Udewa Densetsu<>AutoRec|11eyes<>AutoRec|Junjou Romantica 2<>AutoRec|07-Ghost<>AutoRec|Dark Cat<>AutoRec|Kanon (2006)<>AutoRec
7331;Asatte Dance;5.68;2;Jul 25, 1991 to Oct 21, 1991;None;Manga;45 min. per ep.;2;687;add some;Ecchi|Comedy|Romance|Drama|Seinen;Koe no Katachi<>AutoRec|Shingeki no Kyojin<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Naruto: Shippuuden<>AutoRec|Naruto<>AutoRec|Prison School<>AutoRec|Kimi no Na wa.<>AutoRec|Bleach<>AutoRec|Bakemonogatari<>AutoRec|Kuroko no Basket 3rd Season<>AutoRec
7332;Backkom: Jung-gug Gijeogwi;5.68;1;2013;None;Original;31 sec.;2;151;RG Animation Studios;Comedy|Kids;Backkom<>AutoRec|Backkom Specials<>AutoRec|Backkom 2<>AutoRec|Backkom Meogeujan Yeohaeng<>AutoRec|Ao no Exorcist<>AutoRec|Backkom Mission Impossible<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Koe no Katachi<>AutoRec|Steins,Gate Movie: Fuka Ryouiki no Déjà vu<>AutoRec|Backkom Sports<>AutoRec
7333;Berserk: Majo no Tsuisou;5.68;1;Jun 2, 2017;None;Manga;24 min.;2;6,045;GEMBA;Action|Adventure|Demons|Drama|Fantasy|Horror|Magic|Supernatural;Berserk 2nd Season<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Berserk<>AutoRec|Kimi no Na wa.<>AutoRec|Koe no Katachi<>AutoRec|Boku no Hero Academia<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|One Punch Man<>AutoRec|Drifters<>AutoRec
7334;Bounty Dog: Getsumen no Ibu;5.68;2;Oct 1, 1994 to Nov 1, 1994;None;Original;29 min. per ep.;2;1,989;Animate Film;Action|Sci-Fi|Space;Cowboy Bebop: Tengoku no Tobira<>1 User|Tengen Toppa Gurren Lagann<>1 User|Ghost in the Shell<>1 User|Akira<>AutoRec|Cowboy Bebop<>AutoRec|Neon Genesis Evangelion<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Mononoke Hime<>AutoRec|Death Note<>AutoRec|Black Lagoon<>AutoRec|Kenpuu Denki Berserk<>AutoRec
7335;Bulg-eunmae;5.68;1;Aug 5, 1995;None;Unknown;1 hr. 26 min.;2;654;add some;Super Power|Martial Arts;Sen to Chihiro no Kamikakushi<>AutoRec|Mononoke Hime<>AutoRec|Akira<>AutoRec|Juubee Ninpuuchou<>AutoRec|Death Note<>AutoRec|Vampire Hunter D (2000)<>AutoRec|Cowboy Bebop<>AutoRec|Fullmetal Alchemist<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Hellsing<>AutoRec
7336;Calihara no Uta;5.68;1;May 10, 2014;None;Original;4 min.;2;103;add some;Music|Kids;Made in Abyss<>AutoRec|One Piece<>AutoRec|Naruto: Shippuuden<>AutoRec|Mahoutsukai no Yome: Hoshi Matsu Hito<>AutoRec|Granblue Fantasy The Animation<>AutoRec|Natsume Yuujinchou Go<>AutoRec|Naruto<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Monster<>AutoRec|New Game!!<>AutoRec
7337;Cosmos Pink Shock;5.68;1;Jul 21, 1986;None;Original;35 min.;2;1,124;AIC;Comedy|Parody|Sci-Fi|Space;Project A-Ko<>1 User|Yousei Hime Ren<>1 User|Dragon Half<>1 User|Akira<>AutoRec|Cowboy Bebop<>AutoRec|FLCL<>AutoRec|Majo no Takkyuubin<>AutoRec|Tenkuu no Shiro Laputa<>AutoRec|Ghost in the Shell<>AutoRec|Neon Genesis Evangelion<>AutoRec|Cowboy Bebop: Tengoku no Tobira<>AutoRec|Kaze no Tani no Nausicaä<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec
7338;Crash!;5.68;3;Nov 13, 2012 to Nov 27, 2012;None;Manga;1 min. per ep.;2;1,223;add some;Comedy|Shoujo;Yuri!!! on Ice<>AutoRec|Kimi no Na wa.<>AutoRec|Free!<>AutoRec|Tokyo Ghoul<>AutoRec|Akatsuki no Yona<>AutoRec|Watashi ga Motete Dousunda<>AutoRec|Noragami<>AutoRec|Shingeki no Kyojin<>AutoRec|Akagami no Shirayuki-hime<>AutoRec|Kaichou wa Maid-sama!<>AutoRec
7339;Fortissimo Bell;5.68;1;Feb 5, 2017;None;Original;2 min.;2;94;add some;Music;Neko Matsuri<>AutoRec|Made in Abyss<>AutoRec|Brilliant Better<>AutoRec|New Game!!<>AutoRec|My Dearest Song<>AutoRec|Detarame Rock & Roll Theory<>AutoRec|Muteki We Are One!!<>AutoRec|Princess Principal<>AutoRec|Tsurezure Children<>AutoRec|Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai<>AutoRec
7340;Go! Go! 575: Meippai ni, Hajiketeru?;5.68;1;Oct 22, 2014;None;Game;3 min.;2;1,925;Lay-duce;Slice of Life;Go! Go! 575<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Love Live! School Idol Project<>AutoRec|Kimi no Na wa.<>AutoRec|One Punch Man<>AutoRec|Tokyo Ghoul<>AutoRec|Love Live! School Idol Project 2nd Season<>AutoRec|Koe no Katachi<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Sword Art Online<>AutoRec
7341;Gokicha!!;5.68;2;Sep 14, 2012;None;Manga;8 min. per ep.;2;7,395;MooGoo;Comedy;Ichigeki Sacchuu!! Hoihoi-san<>1 User|Wasurenagumo<>1 User|Gokiburi-tachi no Tasogare<>1 User|Oshiri Kajiri Mushi (TV)<>1 User
7342;Hana to Mogura;5.68;1;1970;None;Unknown;15 min.;2;243;add some;Comedy;Fune wo Amu<>AutoRec|Kaguya-hime no Monogatari<>AutoRec|Paprika<>AutoRec|Mob Psycho 100<>AutoRec|Death Note<>AutoRec|Gyakkyou Burai Kaiji: Hakairoku-hen<>AutoRec|Yuri!!! on Ice<>AutoRec|Natsume Yuujinchou Go<>AutoRec|Tenshi no Tamago<>AutoRec|Nihon Animator Mihonichi<>AutoRec
7343;Ice Movie;5.68;1;Nov 29, 2008;None;Unknown;1 hr. 42 min.;2;907;PPM;Action|Sci-Fi|Military;Angel Beats!<>AutoRec|Akira<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Mirai Nikki (TV)<>AutoRec|Ghost in the Shell<>AutoRec|Elfen Lied<>AutoRec|Kotonoha no Niwa<>AutoRec|Majo no Takkyuubin<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec
7344;Molly Star-Racer;5.68;1;2001;None;Unknown;2 min.;2;1,061;add some;Mecha|Music;Oban Star-Racers<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Death Note<>AutoRec|Shingeki no Kyojin<>AutoRec|Naruto<>AutoRec|Naruto: Shippuuden<>AutoRec|One Punch Man<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Sword Art Online<>AutoRec
7345;Momo Kyun Sword;5.68;12;Jul 9, 2014 to Sep 24, 2014;Unknown;Light novel;24 min. per ep.;2;21,871;Tri-Slash;Comedy|Ecchi|Fantasy;Shin Shirayuki-hime Densetsu Prétear<>1 User|Blade & Soul<>1 User|Hoozuki no Reitetsu<>1 User|Momotarou no Umiwashi<>1 User|Nihonichi Momotarou<>1 User|Kanokon<>1 User|Senran Kagura<>1 User|Dog Days<>1 User|Mahou Shoujo Lyrical Nanoha<>1 User|InuYasha<>1 User
7346;Okubyou na Venus;5.68;1;Mar 21, 1986;None;Unknown;20 min.;2;293;Toei Animation;Music;Cipher<>1 User|Macross Flash Back 2012<>1 User|Paprika<>AutoRec|Jungle wa Itsumo Hare nochi Guu<>AutoRec|Heisei Tanuki Gassen Ponpoko<>AutoRec|Shoujo Kakumei Utena<>AutoRec|Lupin III: Cagliostro no Shiro<>AutoRec|Kaguya-hime no Monogatari<>AutoRec|FLCL<>AutoRec|Ginga Eiyuu Densetsu<>AutoRec|Bishoujo Senshi Sailor Moon R<>AutoRec|Urusei Yatsura<>AutoRec
7347;Satsujin Kippu wa Heart-iro;5.68;1;Feb 3, 1990;None;Novel;50 min.;2;303;Studio WHO;Mystery|Shoujo;Urban Square: Kouhaku no Tsuigeki<>1 User|ACCA: 13-ku Kansatsu-ka<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Mob Psycho 100<>AutoRec|Bungou Stray Dogs 2nd Season<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Kimi no Na wa.<>AutoRec|Made in Abyss<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Shelter<>AutoRec|Udon no Kuni no Kiniro Kemari<>AutoRec
7348;7-kakan.;5.67;1;Jul 9, 2015;None;Music;3 min.;2;284;add some;Music;Kimi no Na wa.<>AutoRec|Shelter<>AutoRec|Boku no Hero Academia<>AutoRec|3-gatsu no Lion<>AutoRec|Haikyuu!!<>AutoRec|Haikyuu!! Second Season<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Ao no Exorcist<>AutoRec|Aftermath<>AutoRec|Mob Psycho 100<>AutoRec
7349;Fuki to Hiyoko;5.67;1;Apr, 2013;None;Music;4 min.;2;114;add some;Music|Kids;Death Parade<>AutoRec|Detective Conan: Happy New Year Special<>AutoRec|Death Billiards<>AutoRec|Shelter<>AutoRec|Kuroshitsuji: Book of Murder<>AutoRec|Jin-Rou<>AutoRec|Ushio to Tora (TV)<>AutoRec|Hataraku Maou-sama!<>AutoRec|Kuroshitsuji: Book of Circus<>AutoRec|Flying Witch<>AutoRec
7350;Galerians: Rion;5.67;3;Apr 24, 2002;None;Unknown;22 min. per ep.;2;2,189;add some;Adventure|Drama|Horror|Military|Mystery|Psychological|Sci-Fi|Shounen|Supernatural;Biohazard: Degeneration<>1 User|Sen to Chihiro no Kamikakushi<>AutoRec|Fullmetal Alchemist<>AutoRec|Death Note<>AutoRec|Ghost in the Shell<>AutoRec|Final Fantasy VII: Advent Children<>AutoRec|Elfen Lied<>AutoRec|Mononoke Hime<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Neon Genesis Evangelion<>AutoRec|Cowboy Bebop<>AutoRec
7351;Garo: Honoo no Kokuin - Yurugaro;5.67;23;Feb 28, 2015;None;Original;1 min. per ep.;2;893;DLE;Comedy|Fantasy|Parody;Shingeki no Kyojin Season 2<>AutoRec|Garo: Honoo no Kokuin<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Garo: Honoo no Kokuin - Home<>AutoRec|Gintama.<>AutoRec|Noragami Aragoto<>AutoRec|Drifters<>AutoRec|Shokugeki no Souma<>AutoRec|Naruto: Shippuuden<>AutoRec|Made in Abyss<>AutoRec
7352;Itsumo Kokoro ni Ho;5.67;1;Aug, 2013;None;Original;2 min.;2;155;add some;Music|Slice of Life;Furiko<>AutoRec|Yowai Mushi<>AutoRec|Yakusoku (ONA)<>AutoRec|Otousan wa Ai no Hito<>AutoRec|Kazoku no Hanashi<>AutoRec|Mahoutsukai no Yome: Hoshi Matsu Hito<>AutoRec|Death Note<>AutoRec|Kimi no Na wa.<>AutoRec|Little Witch Academia (TV)<>AutoRec|Kanojo to Kanojo no Neko: Everything Flows<>AutoRec
7353;Kaette Kita Top wo Nerae! Kagaku Kouza;5.67;2;Feb 24, 2012;None;Original;5 min. per ep.;2;1,090;Gainax;Comedy|Mecha|Sci-Fi;Top wo Nerae! Gunbuster<>AutoRec|Top wo Nerae 2! Diebuster<>AutoRec|Neon Genesis Evangelion<>AutoRec|Top wo Nerae! Kagaku Kouza<>AutoRec|Kill la Kill<>AutoRec|Neon Genesis Evangelion: The End of Evangelion<>AutoRec|One Punch Man<>AutoRec|Kimi no Na wa.<>AutoRec|JoJo no Kimyou na Bouken (TV)<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec
7354;"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone";5.68;1;Mar 28, 2016;None;Original;30 sec.;2;2,067;A-1 Pictures;Drama;Kokoro ga Sakebitagatterunda.<>AutoRec|Kimi no Na wa.<>AutoRec|Koe no Katachi<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Shelter<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Boku no Hero Academia<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec
7355;Kyoto Animation: Ajisai-hen;5.67;1;Jun, 2011;None;Original;30 sec.;2;3,036;Kyoto Animation;Magic;Kyoto Animation: Suiei-hen<>AutoRec|Shingeki no Kyojin<>AutoRec|Kyoto Animation: Megane-hen<>AutoRec|Kyoto Animation: Kasa-hen<>AutoRec|Kyoto Animation: Ikitaku Naru Omise-hen<>AutoRec|Kimi no Na wa.<>AutoRec|Kyoukai no Kanata<>AutoRec|Ookami Kodomo no Ame to Yuki<>AutoRec|Free!<>AutoRec|Kyoto Animation: Hana-hen<>AutoRec
7356;Kyoto Animation: Hassou-hen;5.67;1;Apr, 2012;None;Original;30 sec.;2;2,583;Kyoto Animation;Fantasy;Kyoto Animation: Kasa-hen<>AutoRec|Kyoto Animation: Suiei-hen<>AutoRec|Kyoto Animation: Megane-hen<>AutoRec|Kyoto Animation: Ikitaku Naru Omise-hen<>AutoRec|Shingeki no Kyojin<>AutoRec|Kimi no Na wa.<>AutoRec|Free!<>AutoRec|Kyoukai no Kanata<>AutoRec|One Punch Man<>AutoRec|Kyoto Animation: Hana-hen<>AutoRec
7357;Kyoufu no Bio Ningen Saishuu Kyoushi;5.67;1;Feb 6, 1988;None;Unknown;56 min.;2;1,879;J.C.Staff;Action|Adventure|Comedy|School|Supernatural;Dragon Half<>1 User|Jungle no Ouja Taa-chan<>1 User|Abashiri Ikka<>1 User|Cowboy Bebop<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Akira<>AutoRec|Ghost in the Shell<>AutoRec|One Punch Man<>AutoRec|Tengen Toppa Gurren Lagann<>AutoRec|JoJo no Kimyou na Bouken (TV)<>AutoRec|Mononoke Hime<>AutoRec|Kill la Kill<>AutoRec|Neon Genesis Evangelion<>AutoRec
7358;Kyoufu Shinbun (2014);5.67;16;Apr 28, 2014 to Aug 1, 2014;None;Unknown;10 min. per ep.;2;902;Next Media Animation;Horror|Demons|Supernatural|Fantasy;Yami Shibai<>1 User|Sekai no Yami Zukan<>1 User|Kowabon<>1 User|Kiseijuu: Sei no Kakuritsu<>AutoRec|Another<>AutoRec|Tokyo Ghoul<>AutoRec|Shingeki no Kyojin<>AutoRec|Death Parade<>AutoRec|One Punch Man<>AutoRec|Yami Shibai 2nd Season<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Boku no Hero Academia<>AutoRec
7359;Life no Color;5.67;1;Jan 25, 2003;None;Unknown;4 min.;2;1,619;add some;Music|School;Durarara!!<>1 User|Death Note<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Mononoke Hime<>AutoRec|One Punch Man<>AutoRec|Shingeki no Kyojin<>AutoRec|Tsumiki no Ie<>AutoRec|Tonari no Totoro<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Paprika<>AutoRec|Fullmetal Alchemist<>AutoRec
7360;Love Like Aliens;5.67;1;Jul 15, 2012;None;Unknown;6 min.;2;695;Shirogumi;Action|Music|Sci-Fi;On Your Mark<>1 User|One Punch Man<>AutoRec|Shingeki no Kyojin<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Sword Art Online<>AutoRec|Tokyo Ghoul<>AutoRec|Kimi no Na wa.<>AutoRec|Kotonoha no Niwa<>AutoRec|Death Note<>AutoRec|Boku no Hero Academia<>AutoRec|Shelter<>AutoRec
7361;Mame-Mofu Collab Animation;5.67;1;2008;None;Other;2 min.;2;195;add some;Comedy;Babyshiba<>AutoRec|Mameshiba<>AutoRec|Ao no Exorcist: Kyoto Fujouou-hen<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Koe no Katachi<>AutoRec|Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu<>AutoRec|Sakura Nagashi<>AutoRec|Kimi no Na wa.<>AutoRec|Bishoujo Senshi Sailor Moon Crystal Season III<>AutoRec|Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e<>AutoRec
7362;Mikan-Seijin;5.67;26;1992;Unknown;Unknown;22 sec. per ep.;2;321;add some;Comedy;Popee the Performer<>1 User|Steins,Gate<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Barakamon<>AutoRec|Shingeki no Kyojin<>AutoRec|One Punch Man<>AutoRec|Yuri!!! on Ice<>AutoRec|Kimi no Na wa.<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Sword Art Online<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec
7363;Moonrakers;5.67;1;Apr 15, 2014;None;Manga;2 min.;2;1,149;Studio Pierrot;Drama|Sci-Fi|Space;Bohemian Rhapsody<>1 User|Meisou! Underworld<>1 User|One Punch Man<>AutoRec|Kimi no Na wa.<>AutoRec|Tokyo Ghoul<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Shingeki no Kyojin<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Zankyou no Terror<>AutoRec|Death Parade<>AutoRec|Kiseijuu: Sei no Kakuritsu<>AutoRec|Shelter<>AutoRec
7364;Planzet;5.67;1;May 22, 2010;None;Original;53 min.;2;3,110;add some;Action|Mecha|Sci-Fi;Wakusei Daikaiju Negadon<>1 User|Hottarake no Shima: Haruka to Mahou no Kagami<>1 User|Highschool of the Dead<>AutoRec|Sword Art Online<>AutoRec|Shingeki no Kyojin<>AutoRec|Summer Wars<>AutoRec|Steins,Gate<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Naruto: Shippuuden<>AutoRec|Angel Beats!<>AutoRec|Bleach<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec
7365;Shokupan Mimi;5.67;12;Oct 4, 2010 to Dec 20, 2010;Mondays at 19:00 (JST);4-koma manga;30 sec. per ep.;2;958;Kachidoki Studio;Comedy;Usaru-san<>1 User|Unko-san: Tsuiteru Hito ni Shika Mienai Yousei<>1 User|Kogepan<>1 User|Mameshiba<>1 User|Gudetama<>1 User|Potecco Babies (2011)<>1 User|Potecco Babies<>1 User
7366;Sin: Nanatsu no Taizai;5.67;12;Apr 15, 2017 to Jul 29, 2017;Saturdays at 00:00 (JST);Other;23 min. per ep.;2;58,658;TNK;Ecchi|Fantasy;Valkyrie Drive: Mermaid<>5 Users|Kakegurui<>1 User|Shinmai Maou no Testament<>1 User|Masou Gakuen HxH<>1 User|Cross Ange: Tenshi to Ryuu no Rondo<>1 User|Queen's Blade: Rebellion<>1 User|Nanatsu no Taizai<>1 User|Overlord<>1 User
7367;Tora-chan to Hanayome;5.67;1;Feb, 1948;None;Original;17 min.;2;489;add some;Drama;Death Note<>AutoRec|Suteneko Tora-chan<>AutoRec|Boku no Hero Academia<>AutoRec|Kimi no Na wa.<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Koe no Katachi<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Cowboy Bebop<>AutoRec|Free!<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec
7368;Uchuu Hikoushi no Uta;5.67;1;2003;None;Unknown;2 min.;2;397;add some;Fantasy|Music|Kids;Sen to Chihiro no Kamikakushi<>AutoRec|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.<>AutoRec|Sword Art Online<>AutoRec|Ten no Kawa<>AutoRec|Egao<>AutoRec|Kanojo to Kanojo no Neko<>AutoRec|Shingeki no Kyojin<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Kimi to Boku.<>AutoRec
7369;Alice in Dreamland;5.66;1;Dec 19, 2015;None;Unknown;44 min.;2;856;add some;Adventure|Dementia|Fantasy;Mahoutsukai no Yome: Hoshi Matsu Hito<>AutoRec|Kimi no Na wa.<>AutoRec|Made in Abyss<>AutoRec|Angel Beats!<>AutoRec|Hotarubi no Mori e<>AutoRec|Kakegurui<>AutoRec|Ao no Exorcist<>AutoRec|Tokyo Ghoul<>AutoRec|Another<>AutoRec|One Punch Man<>AutoRec
7370;Around;5.66;1;2007;None;Original;3 min.;2;592;add some;Slice of Life;Kimi no Na wa.<>AutoRec|Shingeki no Kyojin<>AutoRec|One Punch Man<>AutoRec|Boku no Hero Academia<>AutoRec|Furiko<>AutoRec|Yuri!!! on Ice<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Akira<>AutoRec|Death Note<>AutoRec|Mizu no Kotoba<>AutoRec
7371;Bamboo Blade: Fanfu-Fufe-Fo;5.66;2;Apr 23, 2008 to Jun 25, 2008;None;Unknown;3 min. per ep.;2;629;AIC A.S.T.A.;Comedy|Parody;Bamboo Blade<>AutoRec|Ao no Exorcist: Kyoto Fujouou-hen<>AutoRec|Berserk<>AutoRec|Ao no Exorcist<>AutoRec|Handa-kun<>AutoRec|Owarimonogatari<>AutoRec|Gintama<>AutoRec|Fairy Tail (2014)<>AutoRec|Kiznaiver<>AutoRec|Claymore<>AutoRec
7373;Brilliant Better;5.68;1;Sep 21, 2016;None;Original;2 min.;2;179;add some;Music;New Game!!<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai<>AutoRec|Made in Abyss<>AutoRec|Aho Girl<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Mahoutsukai no Yome: Hoshi Matsu Hito<>AutoRec|Tsurezure Children<>AutoRec|Neko Matsuri<>AutoRec|Irodorimidori: Still<>AutoRec
7374;Circuit Angel: Ketsui no Starting Grid;5.66;1;May 21, 1987;None;Original;44 min.;2;527;Studio Unicorn;Action|Sports;RideBack<>1 User|Master of Torque<>1 User|Kimi no Na wa.<>AutoRec|Dirty Pair<>AutoRec|Koe no Katachi<>AutoRec|Gunsmith Cats<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Top wo Nerae! Gunbuster<>AutoRec|Project A-Ko<>AutoRec|Shingeki no Kyojin<>AutoRec|Perfect Blue<>AutoRec
7375;EDEN;5.66;1;Oct 15, 2011;None;Unknown;4 min.;2;1,384;add some;Music;Shingeki no Kyojin<>AutoRec|Tell Your World<>AutoRec|Redial<>AutoRec|Sekiranun Graffiti<>AutoRec|No Game No Life<>AutoRec|Weekender Girl<>AutoRec|Re Boot<>AutoRec|Fake Doll<>AutoRec|HORIZON feat. Hatsune Miku<>AutoRec|Kill la Kill<>AutoRec
7376;Evidence;5.66;1;Apr 20, 2011;None;Unknown;4 min.;2;911;add some;Music;Boku no Hero Academia 2nd Season<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|One Piece<>AutoRec|Boku no Hero Academia<>AutoRec|Kimi no Na wa.<>AutoRec|Fairy Tail<>AutoRec|Naruto: Shippuuden<>AutoRec|Koe no Katachi<>AutoRec|Death Note<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec
7377;Ippatsu Hicchuu!! Devander;5.66;1;Oct 19, 2012;None;Unknown;27 min.;2;374;Tatsunoko Production;Action|Mecha|Parody|Sci-Fi|Super Power;JoJo no Kimyou na Bouken: Stardust Crusaders<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|JoJo no Kimyou na Bouken (TV)<>AutoRec|Hentai Ouji to Warawanai Neko.<>AutoRec|Robotics,Notes<>AutoRec|Mardock Scramble: The First Compression<>AutoRec|Sengoku Basara<>AutoRec|Black★Rock Shooter (OVA)<>AutoRec|Fate/stay night Movie: Unlimited Blade Works<>AutoRec|Himegoto<>AutoRec
